name,personal_name,last_modified.value,key,id,revision,bio.value,links.url,links.type.key,links.title,created.value,photos,latest_revision,birth_date,remote_ids.viaf,remote_ids.wikidata,remote_ids.isni,death_date,alternate_names,wikipedia,title,location,entity_type,role,fuller_name,bio
B. Lynn Whitfield,,2020-07-14T09:11:38.772068,OL8002360A,,1,,,,,2020-07-14T09:11:38.772068,,1.0,,,,,,,,,,,,,
Robert G. Weiner,,2008-04-30 09:38:13.731961,OL3328728A,13151581.0,1,,,,,,,,,,,,,,,,,,,,
"Wheeler, Tom","Wheeler, Tom",2008-04-01 03:28:50.625462,OL25184A,64189.0,1,,,,,,,,,,,,,,,,,,,,
Arthur Beiser,Arthur Beiser,2008-08-30 02:55:47.789731,OL580669A,1673869.0,2,,,,,,,,,,,,,,,,,,,,
Oswald Campesato,,2008-04-30 08:14:56.482104,OL3098144A,11909309.0,1,,,,,,,,,,,,,,,,,,,,
Johnnie Davison,,2008-04-30 08:14:56.482104,OL3100061A,11915669.0,1,,,,,,,,,,,,,,,,,,,,
Physical Science Study Committee,,2018-06-18T18:07:23.467449,OL2004220A,,2,,http://viaf.org/viaf/134346103,/type/link,VIAF,2008-04-01T03:28:50.625462,,2.0,,,,,,Massachusetts Institute of Technology. Physical Science Study Committee,,,,,,,
Physical Science Study Committee,,2018-06-18T18:07:23.467449,OL2004220A,,2,,http://viaf.org/viaf/134346103,/type/link,VIAF,2008-04-01T03:28:50.625462,,2.0,,,,,,Physical Science Study Committee,,,,,,,
Physical Science Study Committee,,2018-06-18T18:07:23.467449,OL2004220A,,2,,http://viaf.org/viaf/134346103,/type/link,VIAF,2008-04-01T03:28:50.625462,,2.0,,,,,,PSSC,,,,,,,
Physical Science Study Committee,,2018-06-18T18:07:23.467449,OL2004220A,,2,,https://www.wikidata.org/entity/Q3901751,/type/link,Wikidata,2008-04-01T03:28:50.625462,,2.0,,,,,,Massachusetts Institute of Technology. Physical Science Study Committee,,,,,,,
Physical Science Study Committee,,2018-06-18T18:07:23.467449,OL2004220A,,2,,https://www.wikidata.org/entity/Q3901751,/type/link,Wikidata,2008-04-01T03:28:50.625462,,2.0,,,,,,Physical Science Study Committee,,,,,,,
Physical Science Study Committee,,2018-06-18T18:07:23.467449,OL2004220A,,2,,https://www.wikidata.org/entity/Q3901751,/type/link,Wikidata,2008-04-01T03:28:50.625462,,2.0,,,,,,PSSC,,,,,,,
Physical Science Study Committee,,2018-06-18T18:07:23.467449,OL2004220A,,2,,http://isni.org/isni/0000000109418807,/type/link,ISNI,2008-04-01T03:28:50.625462,,2.0,,,,,,Massachusetts Institute of Technology. Physical Science Study Committee,,,,,,,
Physical Science Study Committee,,2018-06-18T18:07:23.467449,OL2004220A,,2,,http://isni.org/isni/0000000109418807,/type/link,ISNI,2008-04-01T03:28:50.625462,,2.0,,,,,,Physical Science Study Committee,,,,,,,
Physical Science Study Committee,,2018-06-18T18:07:23.467449,OL2004220A,,2,,http://isni.org/isni/0000000109418807,/type/link,ISNI,2008-04-01T03:28:50.625462,,2.0,,,,,,PSSC,,,,,,,
Megan M. Gunderson,Megan M. Gunderson,2008-09-26 14:54:51.013458,OL5155119A,25172834.0,1,,,,,,,,1981,,,,,,,,,,,,
Cynthia Amoroso,Cynthia Amoroso,2008-09-23 23:03:36.59936,OL5019005A,23581698.0,1,,,,,,,,,,,,,,,,,,,,
Jody Sullivan Rake,Jody Sullivan Rake,2008-09-07 19:48:47.538549,OL1429534A,4837587.0,2,,,,,,,,,,,,,,,,,,,,
Daniel Arbuckle,Daniel Arbuckle,2014-07-29T11:30:13.371651,OL7208141A,,1,,,,,2014-07-29T11:30:13.371651,,1.0,,,,,,,,,,,,,
Jim Knowlton,Jim Knowlton,2008-10-31T20:26:50.303196,OL6201322A,31381918.0,1,,,,,2008-10-31T20:26:50.303196,,,,,,,,,,,,,,,
Dianna Dorisi-Winget,Dianna Dorisi-Winget,2011-11-04T08:16:11.817906,OL7031505A,,1,,,,,2011-11-04T08:16:11.817906,,1.0,,,,,,,,,,,,,
Andrews McMeel Publishing,,2013-03-18T14:20:04.233878,OL2812708A,,3,,,,,2008-04-29T15:03:11.581851,,3.0,,,,,,Andrews McMeel Publishing LLC,,,,,,,
John Tobler,John Tobler,2008-08-30 02:55:47.789731,OL580684A,1673931.0,2,,,,,,,,,,,,,,,,,,,,
Brett Slatkin,,2015-08-31T17:15:12.744406,OL7244490A,,1,,,,,2015-08-31T17:15:12.744406,,1.0,,,,,,,,,,,,,
Anastasia Suen,Anastasia Suen,2008-09-11 14:31:19.434212,OL24300A,62105.0,2,,,,,,,,,,,,,,,,,,,,
Patricia Pope Bartlett,Patricia Pope Bartlett,2008-09-02 17:04:52.111357,OL398751A,1090277.0,2,,,,,,,,1949,,,,,,,,,,,,
Tarek Ziadé,Tarek Ziadé,2019-07-06T15:14:17.368983,OL7577754A,,1,,,,,2019-07-06T15:14:17.368983,,1.0,,,,,,,,,,,,,
Richard Hammond,Richard Hammond,2008-09-13 15:25:05.352977,OL2292248A,8513299.0,2,,,,,,,,1896,,,,,,,,,,,,
Jonathan Bates,Jonathan Bates,2008-09-07 11:04:00.669315,OL245713A,642142.0,2,,,,,,,,,,,,,,,,,,,,
Alex Martelli,Alex Martelli,2008-09-03 23:16:48.992097,OL1521655A,5225724.0,2,,,,,,,,,,,,,,,,,,,,
Anna Ravenscroft,,2008-04-29 13:35:46.87638,OL2726934A,10320250.0,1,,,,,,,,,,,,,,,,,,,,
David Ascher,,2008-04-29 13:35:46.87638,OL2726848A,10319718.0,1,,,,,,,,,,,,,,,,,,,,
Francis Weston Sears,,2018-06-12T19:35:45.425127,OL3378631A,,2,,,,,2008-04-30T09:38:13.731961,,2.0,,,,,,,,,,,,,
Mark Waldo Zemansky,Mark Waldo Zemansky,2018-06-12T19:31:37.213363,OL536701A,,3,,,,,2008-04-01T03:28:50.625462,,3.0,1900,,,,,M. W. Zemansky,,,,,,,
Mark Waldo Zemansky,Mark Waldo Zemansky,2018-06-12T19:31:37.213363,OL536701A,,3,,,,,2008-04-01T03:28:50.625462,,3.0,1900,,,,,Mark Waldo Zemansky,,,,,,,
Mark Waldo Zemansky,Mark Waldo Zemansky,2018-06-12T19:31:37.213363,OL536701A,,3,,,,,2008-04-01T03:28:50.625462,,3.0,1900,,,,,Mark W. Zemansky,,,,,,,
Mark Waldo Zemansky,Mark Waldo Zemansky,2018-06-12T19:31:37.213363,OL536701A,,3,,,,,2008-04-01T03:28:50.625462,,3.0,1900,,,,,Mark Zemansky,,,,,,,
Mark Waldo Zemansky,Mark Waldo Zemansky,2018-06-12T19:31:37.213363,OL536701A,,3,,,,,2008-04-01T03:28:50.625462,,3.0,1900,,,,,Zemansky                     Mw,,,,,,,
Mark Waldo Zemansky,Mark Waldo Zemansky,2018-06-12T19:31:37.213363,OL536701A,,3,,,,,2008-04-01T03:28:50.625462,,3.0,1900,,,,,M W. Zemansky,,,,,,,
H. D. Young,,2008-04-30 09:38:13.731961,OL3378633A,13545599.0,1,,,,,,,,,,,,,,,,,,,,
Darrel Hess,,2008-04-29 13:35:46.87638,OL2650026A,9994069.0,1,,,,,,,,,,,,,,,,,,,,
Barbara A. Somervill,Barbara A. Somervill,2008-09-07 15:02:12.158992,OL1388137A,4678033.0,2,,,,,,,,,,,,,,,,,,,,
Cathy Ellis,,2008-04-30 08:14:56.482104,OL3060272A,11754593.0,1,,,,,,,,,,,,,,,,,,,,
Dan Morgan,Dan Morgan,2008-08-27 07:13:17.931705,OL713081A,2118110.0,2,,,,,,,,1937,,,,,,,,,,,,
Linda Johnson,Linda Johnson,2008-09-10 01:54:59.514492,OL1366025A,4594656.0,2,,,,,,,,,,,,,,,,,,,,
Seerway,,2008-04-29 13:35:46.87638,OL2627114A,9909519.0,1,,,,,,,,,,,,,,,,,,,,
Plummer,,2008-04-29 15:03:11.581851,OL2770744A,10545518.0,1,,,,,,,,,,,,,,,,,,,,
David McGeary,David McGeary,2008-09-01 23:32:35.773775,OL386514A,1052453.0,2,,,,,,,,,,,,,,,,,,,,
"Arthur, Dr. Eisenkraft",,2008-04-30 09:38:13.731961,OL3277400A,12819984.0,1,,,,,,,,,,,,,,,,,,,,
Toby Donaldson,Toby Donaldson,2009-07-22T04:53:01.023225,OL6691858A,34451809.0,1,,,,,2009-07-22T04:53:01.023225,,1.0,1970,,,,,,,,,,,,
Neville Marten,,2008-04-29 13:35:46.87638,OL2632253A,9933311.0,1,,,,,,,,,,,,,,,,,,,,
Douglas G. Giancoli,,2008-04-29 13:35:46.87638,OL2652035A,9997773.0,1,,,,,,,,,,,,,,,,,,,,
Don J. MacLean,,2008-04-29 13:35:46.87638,OL2736377A,10359926.0,1,,,,,,,,,,,,,,,,,,,,
Magnus Lie Hetland,,2008-04-30 09:38:13.731961,OL3116228A,11982834.0,1,,,,,,,,,,,,,,,,,,,,
Peter Walerowski,Peter Walerowski,2019-07-06T17:35:06.148479,OL7577965A,,1,,,,,2019-07-06T17:35:06.148479,,1.0,,,,,,,,,,,,,
Mary Ann McDonald,Mary Ann McDonald,2008-09-07 08:19:28.52466,OL236751A,616740.0,2,,,,,,,,,,,,,,,,,,,,
Tom L. McKnight,,2020-07-14T09:40:15.541636,OL8002374A,,1,,,,,2020-07-14T09:40:15.541636,,1.0,,,,,,,,,,,,,
Aaron Stang,,2008-04-29 15:03:11.581851,OL2834587A,10853702.0,1,,,,,,,,,,,,,,,,,,,,
James E. Gerholdt,James E. Gerholdt,2008-08-31 07:30:03.900439,OL442644A,1223250.0,2,,,,,,,,1943,,,,,,,,,,,,
The Pythons,,2008-04-30 09:38:13.731961,OL3323081A,13113633.0,1,,,,,,,,,,,,,,,,,,,,
Harvey Turnbull,Harvey Turnbull,2008-08-22 04:06:45.70151,OL1974769A,7074272.0,2,,,,,,,,,,,,,,,,,,,,
Tom Wheeler,,2008-04-29 13:35:46.87638,OL2631808A,9932604.0,1,,,,,,,,,,,,,,,,,,,,
Andrew Johansen,Andrew Johansen,2019-07-19T13:37:59.736603,OL7608594A,,1,,,,,2019-07-19T13:37:59.736603,,1.0,,,,,,,,,,,,,
H.Q. Fuller,,2008-04-29 13:35:46.87638,OL2629422A,9918175.0,1,,,,,,,,,,,,,,,,,,,,
Tom Evans,Tom Evans,2008-09-21 21:41:46.012373,OL4926132A,22685189.0,1,,,,,,,,1948,,,,,,,,,,,,
Pierre Pellegrin,Pierre Pellegrin,2008-08-19 15:44:53.621336,OL1124650A,3666704.0,2,,,,,,,,,,,,,,,,,,,,
Brian Wildsmith,Brian Wildsmith,2008-09-06 20:50:17.836535,OL194188A,496129.0,2,,,,,,,,,,,,,,,,,,,,
Francis Weston Sears,Francis Weston Sears,2020-09-30T13:53:30.871372,OL1009536A,,6,,,,,2008-04-01T03:28:50.625462,,6.0,1898,108168484,Q1427451,0000000121468276,1975,Francis W. Sears,,,,,,,
Francis Weston Sears,Francis Weston Sears,2020-09-30T13:53:30.871372,OL1009536A,,6,,,,,2008-04-01T03:28:50.625462,,6.0,1898,108168484,Q1427451,0000000121468276,1975,Francis W Sears,,,,,,,
Francis Weston Sears,Francis Weston Sears,2020-09-30T13:53:30.871372,OL1009536A,,6,,,,,2008-04-01T03:28:50.625462,,6.0,1898,108168484,Q1427451,0000000121468276,1975,Francis Sears,,,,,,,
M. Lutz,M. Lutz,2008-08-29 04:28:46.615804,OL1724571A,6037126.0,2,,,,,,,,,,,,,,,,,,,,
Ira Freeman,,2008-04-29 13:35:46.87638,OL2633750A,9939840.0,1,,,,,,,,,,,,,,,,,,,,
Gregory E. Francis,,2008-04-29 15:03:11.581851,OL2749343A,10413419.0,1,,,,,,,,,,,,,,,,,,,,
Gabriele Morra,,2020-06-13T10:13:24.732736,OL7976671A,,1,,,,,2020-06-13T10:13:24.732736,,1.0,,,,,,,,,,,,,
Chris Vuille,,2008-04-29 15:03:11.581851,OL2749487A,10414097.0,1,,,,,,,,,,,,,,,,,,,,
Hans O'Hanian,,2008-04-30 09:38:13.731961,OL3383111A,13559718.0,1,,,,,,,,,,,,,,,,,,,,
Tim Kirk,Tim Kirk,2008-10-19T02:00:28.241228,OL5533053A,28302650.0,1,,,,,2008-10-19T02:00:28.241228,,,,,,,,,,,,,,,
Neil Hodgson,,2008-04-30 09:38:13.731961,OL3348030A,13290099.0,1,,,,,,,,,,,,,,,,,,,,
Hugh D. Young; Robert Geller,,2018-12-29T05:05:36.850210,OL3437730A,,2,,,,,2008-04-30T09:38:13.731961,,2.0,,,,,,,,,,,,,
Amy Austen,,2019-10-10T17:04:48.300968,OL7663140A,,1,,,,,2019-10-10T17:04:48.300968,,1.0,,,,,,,,,,,,,
John O. Thompson,John O. Thompson,2008-09-04 00:15:45.813725,OL1536806A,5284411.0,2,,,,,,,,,,,,,,,,,,,,
David Crocker,David Crocker,2008-09-06 13:17:07.822554,OL2466606A,9273381.0,2,,,,,,,,,,,,,,,,,,,,
Leon N. Cooper,Leon N. Cooper,2020-09-30T11:29:24.933641,OL451674A,,5,American physicist,https://en.wikipedia.org/wiki/Leon_Cooper,/type/link,Wikipedia,2008-04-01T03:28:50.625462,,5.0,28 February 1930,91305453,Q82563,0000000081638938,,,,,,,,,
"Walker, James S.","Walker, James S.",2008-04-01 03:28:50.625462,OL532539A,1512123.0,1,,,,,,,,,,,,,,,,,,,,
Pam Adams,Pam Adams,2008-09-12 03:23:51.933735,OL33888A,85621.0,2,,,,,,,,,,,,,,,,,,,,
Happy Traum,Happy Traum,2008-08-23 23:44:53.714954,OL1916286A,6824892.0,2,,,,,,,,,,,,,,,,,,,,
Joseph Boyle,Joseph Boyle,2008-09-07 11:27:28.989224,OL247451A,646991.0,2,,,,,,,,,,,,,,,,,,,,
Carina Nolan,,2019-11-09T07:31:24.823890,OL7745280A,,1,,,,,2019-11-09T07:31:24.823890,,1.0,,,,,,,,,,,,,
"St. John, Allen.","St. John, Allen.",2008-04-01 03:28:50.625462,OL35176A,88801.0,1,,,,,,,,,,,,,,,,,,,,
Richard Hazlett,,2008-04-29 15:03:11.581851,OL2749347A,10413667.0,1,,,,,,,,,,,,,,,,,,,,
Nigel Cawthorne,Nigel Cawthorne,2008-09-11 17:45:35.906503,OL26149A,66487.0,2,,,,,,,,1951,,,,,,,,,,,,
Atanas Radenski,,2008-04-30 20:50:18.033121,OL3907015A,16369177.0,1,,,,,,,,,,,,,,,,,,,,
M. S. Noto,M. S. Noto,2008-08-18 23:23:23.346166,OL1231875A,4071211.0,2,,,,,,,,,,,,,,,,,,,,
Jan Nyberg,,2008-04-30 09:38:13.731961,OL3441725A,13930925.0,1,,,,,,,,,,,,,,,,,,,,
Bruce M. Rowe,Bruce M. Rowe,2008-09-04 12:00:30.481934,OL280385A,738056.0,2,,,,,,,,,,,,,,,,,,,,
Ingram Micro,,2008-04-30 06:33:27.187047,OL3004317A,11545237.0,1,,,,,,,,,,,,,,,,,,,,
Mark John Sternal,,2008-04-30 06:33:27.187047,OL3031640A,11635177.0,1,,,,,,,,,,,,,,,,,,,,
Roger A. Freedman,Roger A. Freedman,2008-09-07 16:11:43.223963,OL1395819A,4709825.0,2,,,,,,,,,,,,,,,,,,,,
Jürgen Scheible,,2008-04-30 09:38:13.731961,OL3412313A,13728627.0,1,,,,,,,,,,,,,,,,,,,,
Ville Tuulos,,2008-04-30 09:38:13.731961,OL3412314A,13727968.0,1,,,,,,,,,,,,,,,,,,,,
Philip R. Wallace,Philip R. Wallace,2008-08-31 10:45:57.393338,OL456209A,1268325.0,2,,,,,,,,1915,,,,,,,,,,,,
Deon Maree,,2008-04-30 09:38:13.731961,OL3526147A,14560187.0,1,,,,,,,,,,,,,,,,,,,,
Robert Stollberg,Robert Stollberg,2008-08-20 03:27:40.07642,OL2068339A,7488586.0,2,,,,,,,,,,,,,,,,,,,,
Marc Balmer,,2008-04-30 20:50:18.033121,OL4038802A,16835007.0,1,,,,,,,,,,,,,,,,,,,,
Richard Bartlett,,2008-04-29 15:03:11.581851,OL2763919A,10507384.0,1,,,,,,,,,,,,,,,,,,,,
Patricia Bartlett,,2008-04-29 13:35:46.87638,OL2730853A,10337298.0,1,,,,,,,,,,,,,,,,,,,,
Robert Johansson,,2019-04-04T23:06:07.201198,OL7494802A,,1,,,,,2019-04-04T23:06:07.201198,,1.0,,,,,,,,,,,,,
Matt Telles,,2008-04-30 08:14:56.482104,OL3082823A,11846526.0,1,,,,,,,,,,,,,,,,,,,,
Alfred Publishing,Alfred Publishing (EDT),2018-01-10T05:49:20.461996,OL2779449A,,2,,,,,2008-04-29T15:03:11.581851,,2.0,,,,,,Inc. Alfred Publishing Co.,,,,,,,
Alfred Publishing,Alfred Publishing (EDT),2018-01-10T05:49:20.461996,OL2779449A,,2,,,,,2008-04-29T15:03:11.581851,,2.0,,,,,,Publishing Alfred,,,,,,,
Alfred Publishing,Alfred Publishing (EDT),2018-01-10T05:49:20.461996,OL2779449A,,2,,,,,2008-04-29T15:03:11.581851,,2.0,,,,,,Alfred Publishing Staff (COR),,,,,,,
Alfred Publishing,Alfred Publishing (EDT),2018-01-10T05:49:20.461996,OL2779449A,,2,,,,,2008-04-29T15:03:11.581851,,2.0,,,,,,Alfred Publishing (COR),,,,,,,
Alfred Publishing,Alfred Publishing (EDT),2018-01-10T05:49:20.461996,OL2779449A,,2,,,,,2008-04-29T15:03:11.581851,,2.0,,,,,,Alfred Publishing Staff,,,,,,,
SEARS,,2008-04-29 13:35:46.87638,OL2669781A,10087695.0,1,,,,,,,,,,,,,,,,,,,,
Robert B. Leighton,Robert B. Leighton,2008-09-10 02:15:58.442294,OL2298653A,8546546.0,2,,,,,,,,,,,,,,,,,,,,
Matthew Sands,,2008-04-29 13:35:46.87638,OL2669682A,10088401.0,1,,,,,,,,,,,,,,,,,,,,
Art Hobson,Art Hobson,2008-09-07 03:33:18.437003,OL222684A,577620.0,2,,,,,,,,1934,,,,,,,,,,,,
Martin C. Brown,Martin C. Brown,2008-09-12 20:08:17.363482,OL58503A,145649.0,2,,,,,,,,,,,,,,,,,,,,
Eric Clapton,Eric Clapton,2008-08-31 22:31:09.780132,OL506800A,1424360.0,2,,,,,,,,,,,,,,,,,,,,
Peter Gelling,Peter Gelling,2008-08-20 22:04:31.304171,OL2024038A,7290689.0,2,,,,,,,,,,,,,,,,,,,,
Barney Kessel,Barney Kessel,2008-08-19 12:54:17.392469,OL2226153A,8223582.0,2,,,,,,,,,,,,,,,,,,,,
Royal Conservatory of Music Staff,,2008-04-29 15:03:11.581851,OL2892295A,11106069.0,1,,,,,,,,,,,,,,,,,,,,
James McManus,James McManus,2008-08-31 10:30:58.541395,OL455303A,1265277.0,2,,,,,,,,,,,,,,,,,,,,
H. Traum,,2008-04-29 15:03:11.581851,OL2881440A,11059286.0,1,,,,,,,,,,,,,,,,,,,,
Robert Heidbreder,Robert Heidbreder,2008-09-01 07:45:42.303538,OL1606720A,5568969.0,2,,,,,,,,,,,,,,,,,,,,
Marty Alchin,Marty Alchin,2010-11-11T04:38:52.454142,OL6842967A,,1,,,,,2010-11-11T04:38:52.454142,,1.0,,,,,,,,,,,,,
Richard Topping,Richard Topping,2008-09-08 12:50:12.07033,OL82146A,205577.0,2,,,,,,,,,,,,,,,,,,,,
P. W. Atkins,P. W. Atkins,2008-09-16 19:04:16.479382,OL4754510A,20500306.0,1,,,,,,,,,,,,,,,,,,,,
Johannes Ernesti,Johannes Ernesti,2019-07-06T17:34:26.096542,OL7577964A,,1,,,,,2019-07-06T17:34:26.096542,,1.0,,,,,,,,,,,,,
Joshua Welsh,,2019-10-09T23:06:48.596510,OL7660251A,,1,,,,,2019-10-09T23:06:48.596510,,1.0,,,,,,,,,,,,,
James O. Knowlton,,2008-04-30 09:38:13.731961,OL3412142A,13729433.0,1,,,,,,,,,,,,,,,,,,,,
Randall D. Knight,,2008-04-29 13:35:46.87638,OL2670291A,10089951.0,1,,,,,,,,,,,,,,,,,,,,
Kiss,,2008-04-29 13:35:46.87638,OL2741910A,10377792.0,1,,,,,,,,,,,,,,,,,,,,
"Lie Hetland, Magnus",,2008-11-14T04:40:10.444318,OL6450930A,32996766.0,1,,,,,2008-11-14T04:40:10.444318,,,,,,,,,,,,,,,
Colleen A. Sexton,Colleen A. Sexton,2008-10-17T05:42:12.479837,OL1388814A,4680634.0,3,,,,,,,,1967,,,,.,,,,,,,,
R. SERWAY,,2008-04-29 13:35:46.87638,OL2628002A,9912355.0,1,,,,,,,,,,,,,,,,,,,,
Michael Heatley,Michael Heatley,2008-09-04 13:34:31.868017,OL287566A,757727.0,2,,,,,,,,,,,,,,,,,,,,
Robert J. Beichner,Robert J. Beichner,2008-08-27 10:03:56.500928,OL719928A,2145926.0,2,,,,,,,,,,,,,,,,,,,,
S L Hamilton,,2019-02-06T15:15:26.881355,OL7456268A,,1,,,,,2019-02-06T15:15:26.881355,,1.0,,,,,,,,,,,,,
Alan Strahler,,2008-04-29 13:35:46.87638,OL2736449A,10361523.0,1,,,,,,,,,,,,,,,,,,,,
Arthur Strahler,,2008-04-29 13:35:46.87638,OL2736450A,10360513.0,1,,,,,,,,,,,,,,,,,,,,
Stephen Pople,,2008-04-29 13:35:46.87638,OL2668531A,10083369.0,1,,,,,,,,,,,,,,,,,,,,
Daisy Allyn,Daisy Allyn,2010-01-21T18:49:09.934102,OL6777652A,49120046.0,1,,,,,2010-01-21T18:49:09.934102,,1.0,,,,,,,,,,,,,
Chris Fehily,Chris Fehily,2008-09-07 18:32:32.687588,OL1420818A,4800337.0,2,,,,,,,,,,,,,,,,,,,,
Allen B. Downey,,2018-06-01T19:44:56.438828,OL6815485A,,3,,,,,2010-06-30T17:26:27.638299,7363359.0,3.0,11 May 1967,,,,,Allen Downey,,,,,,,"Allen Downey is a Professor of Computer Science at Olin College of Engineering. He has taught at Wellesley College, Colby College and U.C. Berkeley. He has a Ph.D. in Computer Science from U.C. Berkeley and Master's and Bachelor's degrees from MIT.
[(Source)][1]


  [1]: http://www.oreilly.com/pub/au/4828"
George M. Briggs,"Briggs, George M.",2018-05-28T02:07:28.319284,OL1348820A,,3,,,,,2008-04-01T03:28:50.625462,,3.0,1919,,,,,,,,,,,,
Kenneth Robert Atkins,Kenneth Robert Atkins,2008-08-28 09:52:52.248141,OL1802233A,6347155.0,2,,,,,,,,1920,,,,,,,,,,,,
Farid Hajji,Farid Hajji,2014-07-28T11:32:55.547218,OL7200886A,,1,,,,,2014-07-28T11:32:55.547218,,1.0,,,,,,,,,,,,,
Akira Tsumura,Akira Tsumura,2008-08-20 02:09:02.277004,OL1080883A,3496855.0,2,,,,,,,,1936,,,,,,,,,,,,
Summerfield,,2008-04-30 09:38:13.731961,OL3298406A,12946364.0,1,,,,,,,,,,,,,,,,,,,,
Harvey M. Deitel,Harvey M. Deitel,2008-09-06 23:17:34.769946,OL203473A,521144.0,2,,,,,,,,1945,,,,,,,,,,,,
